SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,B_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
1834,2024-25,Q2,04/29/29,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,1.13,-1.13,-1.13
1835,2024-25,Q2,04/30/29,AN400014,Analytics- LIB Application Dev.,LIB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,6.00,6.67,3.72,2.95,2.95
1836,2024-25,Q2,05/01/29,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,1.63,1.26,0.37,0.37
1837,2024-25,Q2,05/02/29,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,2.08,0.53,1.56,1.56
1838,2024-25,Q2,05/03/29,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.13,4.27,3.05,1.22,1.22
1839,2024-25,Q2,05/04/29,SS300342,Software Service-PMB DevOps_McKiPMBy Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,-1.00,,4.79,-4.79,-4.79
1840,2024-25,Q2,05/05/29,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,109.31,96.77,12.54,12.54
1841,2024-25,Q2,05/06/29,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,69.96,238.87,34.30,204.57,204.57
1842,2024-25,Q2,05/07/29,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-322.52,-510.90,-255.44,-255.46,-255.46
1843,2024-25,Q2,05/08/29,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-12.00,-27.21,-21.01,-6.20,-6.20
1844,2024-25,Q2,05/09/29,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-8.00,-13.41,-6.45,-6.96,-6.96
1845,2024-25,Q2,05/10/29,IM400223,IMS-PMB -Trading OFS Team,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-46.48,-78.01,-34.14,-43.87,-43.87
1846,2024-25,Q2,05/11/29,IM400224,IMS-PMB_Infra & OA Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.00,9.52,6.24,3.29,3.29
1847,2024-25,Q2,05/12/29,IM400225,IMS-PMB- BCP_Chennai,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-56.26,-125.23,-30.40,-94.84,-94.84
1848,2024-25,Q2,05/13/29,IM400226,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,13.00,19.06,13.40,5.65,5.65
1849,2024-25,Q2,05/14/29,IC400001,ICS - PMB (BKC) - New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,-63.77,-79.43,-21.61,-57.81,-57.81
1850,2024-25,Q2,05/15/29,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,-80.40,-97.75,-26.35,-71.41,-71.41
1851,2024-25,Q2,05/16/29,IC400004,ICS - PMB Extranet Revamp,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,-4.00,,-1.32,1.32,1.32
1852,2024-25,Q2,05/17/29,IC400006,ICS - PMB NDAL Operation,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,-10.09,-18.43,-10.27,-8.15,-8.15
1853,2024-25,Q2,05/18/29,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,-23.49,-3.82,-19.67,-19.67
1854,2024-25,Q2,05/19/29,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,36.50,39.19,38.44,0.75,0.75
1855,2024-25,Q2,05/20/29,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,100.34,172.12,94.42,77.70,77.70
1856,2024-25,Q2,05/21/29,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,42.68,42.82,34.16,8.66,8.66
1857,2024-25,Q2,05/22/29,CC400050,Customer Care Services - PMB-DC,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,9.45,5.39,3.45,1.94,1.94
1858,2024-25,Q2,05/23/29,CC400051,Customer Care Services - PMB -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,66.54,50.67,29.24,21.43,21.43
1859,2024-25,Q2,05/24/29,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,100.26,96.23,60.95,35.28,35.28
1860,2024-25,Q2,05/25/29,SS400332,Software Services-PMB -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,1.32,0.44,0.89,0.89
1861,2024-25,Q2,05/26/29,SS400336,Software Services-PMB -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,15.00,10.64,15.11,-4.47,-4.47
1862,2024-25,Q2,05/27/29,SS400337,Software Service - PMB-PSM_Managed T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-28.00,,-25.22,25.22,25.22
1863,2024-25,Q2,05/28/29,SS400339,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-121.29,-183.23,-92.37,-90.85,-90.85
1864,2024-25,Q2,05/29/29,SS400340,Software Service - PMB- Contract Generation AMC Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,-32.03,-54.44,-38.69,-15.75,-15.75
1865,2024-25,Q2,05/30/29,SS400342,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,14.26,-39.45,24.01,-63.46,-63.46
1866,2024-25,Q2,05/31/29,SS400345,Software Service-PMB-Volume Gen. Onsite Support,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,-5.93,-8.51,-5.16,-3.35,-3.35
1867,2024-25,Q2,06/01/29,SS400347,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.50,15.06,4.01,11.05,11.05
1868,2024-25,Q2,06/02/29,SS400349,Software Service - PMB - PPMS T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,-0.41,,-0.41,-0.41
1869,2024-25,Q2,06/03/29,SS400350,Software Service - PMB- Document Management System T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.12,,1.12,1.12
1870,2024-25,Q2,06/04/29,SS400353,Software Service - PMB-Technology Operations Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,-0.07,,-0.07,-0.07
1871,2024-25,Q2,06/05/29,SS400354,Software Service-PMB-Log Aggregator & Security Ana.Platform,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,3.09,1.37,1.72,1.72
1872,2024-25,Q2,06/06/29,SS400355,Software Service-PMB-Central Devops,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,-16.00,,-20.23,20.23,20.23
1873,2024-25,Q2,06/07/29,SS400359,Software Service - PMB-Technology Operation Support T&M,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,522.79,787.09,342.16,444.93,444.93
1874,2024-25,Q2,06/08/29,SS400360,Software Service - PMB-Technology Operation Sup.Managed T&M,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,264.52,453.99,199.82,254.17,254.17
1875,2024-25,Q2,06/09/29,SS400361,Software Service - NCL-PSM_Managed T&M,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,213.68,339.47,168.59,170.87,170.87
1876,2024-25,Q2,06/10/29,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,357.57,294.76,284.17,10.59,10.59
1877,2024-25,Q2,06/11/29,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,94.70,87.50,86.91,0.60,0.60
1878,2024-25,Q2,06/12/29,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,9.84,19.18,8.53,10.65,10.65
1879,2024-25,Q2,06/13/29,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,-5.00,-2.09,-3.14,1.05,1.05
1880,2024-25,Q2,06/14/29,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,-16.00,-25.38,-8.11,-17.27,-17.27
1881,2024-25,Q2,06/15/29,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.16,1.55,1.61,1.61
1882,2024-25,Q2,06/16/29,SS500103,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.00,3.01,1.78,1.23,1.23
1883,2024-25,Q2,06/17/29,SS500104,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.25,2.33,1.40,0.93,0.93
1884,2024-25,Q2,06/18/29,SS500105,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,1.13,,1.13,1.13
1885,2024-25,Q2,06/19/29,SS500113,Software Service-PMB_IFSC-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.00,1.39,0.54,0.85,0.85
1886,2024-25,Q2,06/20/29,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,0.00,0.00,0.00,0.00
1887,2024-25,Q2,06/21/29,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,0.00,0.19,-0.19,-0.19
1888,2024-25,Q2,06/22/29,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,39.00,51.14,43.58,7.56,7.56
1889,2024-25,Q2,06/23/29,SS400308,Software Service -PMB-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,,-0.15,0.15,0.15
1890,2024-25,Q2,06/24/29,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.00,,0.00,0.00
1891,2024-25,Q2,06/25/29,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,40.62,38.04,20.86,17.17,17.17
1892,2024-25,Q2,06/26/29,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,3.38,1.94,1.45,1.45
1893,2024-25,Q2,06/27/29,RP100001,RPA - PMB - Robotic Automation,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,35.00,26.65,8.35,8.35
1894,2024-25,Q2,06/28/29,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,,0.02,-0.02,-0.02
1895,2024-25,Q2,06/29/29,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,9.55,4.11,4.72,-0.61,-0.61
1896,2024-25,Q2,06/30/29,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,3.10,4.21,1.90,2.32,2.32
1897,2024-25,Q2,07/01/29,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.18,4.17,2.58,1.59,1.59
1898,2024-25,Q2,07/02/29,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.60,-0.60,-0.60
1899,2024-25,Q2,07/03/29,SS300271,Software Service - PMB - PPMS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.36,,0.36,0.36
1900,2024-25,Q2,07/04/29,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.25,1.80,1.37,0.43,0.43
1901,2024-25,Q2,07/05/29,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.60,-0.60,-0.60
1902,2024-25,Q2,07/06/29,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,1.03,-1.03,-1.03
1903,2024-25,Q2,07/07/29,AN400014,Analytics- LIB Application Dev.,LIB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,6.00,6.47,3.31,3.15,3.15
1904,2024-25,Q2,07/08/29,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,1.56,1.44,0.12,0.12
1905,2024-25,Q2,07/09/29,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.20,2.09,1.09,1.00,1.00
1906,2024-25,Q2,07/10/29,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,8.20,5.57,3.57,1.99,1.99
1907,2024-25,Q2,07/11/29,SS300342,Software Service-PMB DevOps_McKiPMBy Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.00,10.56,6.06,4.50,4.50
1908,2024-25,Q2,07/12/29,SS300345,Software Service - LIB Microservice Arch.Asst.,LIB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,12.00,,12.00,12.00
1909,2024-25,Q2,07/13/29,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,98.38,90.94,7.44,7.44
1910,2024-25,Q2,07/14/29,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,74.53,206.27,38.03,168.24,168.24
1911,2024-25,Q2,07/15/29,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.00,0.03,-0.03,-0.03
1912,2024-25,Q2,07/16/29,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.00,,0.00,0.00
1913,2024-25,Q2,07/17/29,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.00,,0.00,0.00
1914,2024-25,Q2,07/18/29,IM400223,IMS-PMB -Trading OFS Team,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,0.00,1.65,-1.65,-1.65
1915,2024-25,Q2,07/19/29,IM400224,IMS-PMB_Infra & OA Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,6.00,21.02,6.44,14.58,14.58
1916,2024-25,Q2,07/20/29,IM400225,IMS-PMB- BCP_Chennai,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.15,,0.15,0.15
1917,2024-25,Q2,07/21/29,IM400226,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,13.60,22.10,14.59,7.51,7.51
1918,2024-25,Q2,07/22/29,IC400001,ICS - PMB (BKC) - New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,,-9.82,-0.07,-9.74,-9.74
1919,2024-25,Q2,07/23/29,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,25.67,41.72,6.74,34.98,34.98
1920,2024-25,Q2,07/24/29,IC400004,ICS - PMB Extranet Revamp,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,,0.00,,0.00,0.00
1921,2024-25,Q2,07/25/29,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,22.67,25.19,-2.52,-2.52
1922,2024-25,Q2,07/26/29,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,38.74,55.33,42.90,12.43,12.43
1923,2024-25,Q2,07/27/29,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,34.60,45.37,26.43,18.95,18.95
1924,2024-25,Q2,07/28/29,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,23.98,31.02,25.96,5.06,5.06
1925,2024-25,Q2,07/29/29,CC400050,Customer Care Services - PMB-DC,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,9.65,5.48,3.61,1.88,1.88
1926,2024-25,Q2,07/30/29,CC400051,Customer Care Services - PMB -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,66.73,45.16,24.83,20.33,20.33
1927,2024-25,Q2,07/31/29,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,102.97,90.36,59.58,30.78,30.78
1928,2024-25,Q2,08/01/29,SS400332,Software Services-PMB -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,1.56,0.53,1.03,1.03
1929,2024-25,Q2,08/02/29,SS400336,Software Services-PMB -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,5.00,10.57,8.59,1.97,1.97
1930,2024-25,Q2,08/03/29,SS400337,Software Service - PMB-PSM_Managed T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,,0.00,0.00,0.00
1931,2024-25,Q2,08/04/29,SS400339,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.00,0.00,3.38,-3.38,-3.38
1932,2024-25,Q2,08/05/29,SS400340,Software Service - PMB- Contract Generation AMC Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.00,0.00,0.00,0.00
1933,2024-25,Q2,08/06/29,SS400342,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,14.00,26.95,21.96,4.99,4.99
1934,2024-25,Q2,08/07/29,SS400344,Software Service -PMB-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.28,-0.28,-0.28
1935,2024-25,Q2,08/08/29,SS400345,Software Service-PMB-Volume Gen. Onsite Support,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,0.00,,0.00,0.00
1936,2024-25,Q2,08/09/29,SS400347,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.50,6.00,4.36,1.64,1.64
1937,2024-25,Q2,08/10/29,SS400349,Software Service - PMB - PPMS T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.13,,1.13,1.13
1938,2024-25,Q2,08/11/29,SS400350,Software Service - PMB- Document Management System T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.02,,1.02,1.02
1939,2024-25,Q2,08/12/29,SS400353,Software Service - PMB-Technology Operations Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.07,,0.07,0.07
1940,2024-25,Q2,08/13/29,SS400354,Software Service-PMB-Log Aggregator & Security Ana.Platform,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,2.57,1.33,1.24,1.24
1941,2024-25,Q2,08/14/29,SS400355,Software Service-PMB-Central Devops,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.00,,0.00,0.00
1942,2024-25,Q2,08/15/29,SS400359,Software Service - PMB-Technology Operation Support T&M,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,103.68,143.64,66.75,76.89,76.89
1943,2024-25,Q2,08/16/29,SS400360,Software Service - PMB-Technology Operation Sup.Managed T&M,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,52.67,79.37,41.72,37.65,37.65
1944,2024-25,Q2,08/17/29,SS400361,Software Service - NCL-PSM_Managed T&M,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,42.50,61.43,35.24,26.18,26.18
1945,2024-25,Q2,08/18/29,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,209.70,297.58,198.25,99.33,99.33
1946,2024-25,Q2,08/19/29,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,58.73,83.21,57.25,25.96,25.96
1947,2024-25,Q2,08/20/29,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,3.84,5.98,2.48,3.49,3.49
1948,2024-25,Q2,08/21/29,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,3.00,4.65,2.78,1.87,1.87
1949,2024-25,Q2,08/22/29,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,0.00,,0.00,0.00
1950,2024-25,Q2,08/23/29,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.03,1.26,1.77,1.77
1951,2024-25,Q2,08/24/29,SS500103,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.17,0.19,-0.02,-0.02
1952,2024-25,Q2,08/25/29,SS500104,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.23,0.13,0.10,0.10
1953,2024-25,Q2,08/26/29,SS500105,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.13,,0.13,0.13
1954,2024-25,Q2,08/27/29,SS500113,Software Service-PMB_IFSC-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.08,0.05,0.03,0.03
1955,2024-25,Q2,08/28/29,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,3.83,4.47,-0.64,-0.64
1956,2024-25,Q2,08/29/29,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,2.34,1.87,0.47,0.47
1957,2024-25,Q2,08/30/29,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,0.19,0.26,-0.07,-0.07
1958,2024-25,Q2,08/31/29,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,,0.57,-0.57,-0.57
1959,2024-25,Q2,09/01/29,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,0.25,0.93,-0.68,-0.68
1960,2024-25,Q2,09/02/29,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,0.21,0.22,-0.02,-0.02
1961,2024-25,Q2,09/03/29,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.20,0.11,0.09,0.09
1962,2024-25,Q2,09/04/29,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.07,-0.07,-0.07
1963,2024-25,Q2,09/05/29,AN400014,Analytics- LIB Application Dev.,LIB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,0.33,0.34,-0.01,-0.01
1964,2024-25,Q2,09/06/29,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,0.09,0.13,-0.04,-0.04
1965,2024-25,Q2,09/07/29,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.13,0.10,0.02,0.02
1966,2024-25,Q2,09/08/29,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.25,0.34,-0.09,-0.09
1967,2024-25,Q2,09/09/29,SS300342,Software Service-PMB DevOps_McKiPMBy Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.52,-0.52,-0.52
1968,2024-25,Q2,09/10/29,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,10.93,9.36,1.57,1.57
1969,2024-25,Q2,09/11/29,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,20.00,4.09,15.91,15.91
1970,2024-25,Q2,09/12/29,IM400223,IMS-PMB -Trading OFS Team,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,,0.16,-0.16,-0.16
1971,2024-25,Q2,09/13/29,IM400224,IMS-PMB_Infra & OA Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.63,0.65,-0.02,-0.02
1972,2024-25,Q2,09/14/29,IM400226,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,1.09,1.63,-0.54,-0.54
1973,2024-25,Q2,09/15/29,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,,1.40,0.85,0.55,0.55
1974,2024-25,Q2,09/16/29,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,1.64,,1.64,1.64
1975,2024-25,Q2,09/17/29,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,2.71,3.25,-0.54,-0.54
1976,2024-25,Q2,09/18/29,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,2.67,3.09,-0.42,-0.42
1977,2024-25,Q2,09/19/29,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,2.01,2.35,-0.35,-0.35
1978,2024-25,Q2,09/20/29,CC400050,Customer Care Services - PMB-DC,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,0.37,0.36,0.01,0.01
1979,2024-25,Q2,09/21/29,CC400051,Customer Care Services - PMB -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,2.71,2.76,-0.05,-0.05
1980,2024-25,Q2,09/22/29,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,,4.71,6.61,-1.90,-1.90
1981,2024-25,Q2,09/23/29,SS400332,Software Services-PMB -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,0.09,0.05,0.04,0.04
1982,2024-25,Q2,09/24/29,SS400336,Software Services-PMB -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.52,0.79,-0.27,-0.27
